edition,country_noc,gold,silver,bronze,total
2014 Winter Olympics,AUS,0,2,1,3
2016 Summer Olympics,AUS,8,11,10,29
2018 Winter Olympics,AUS,0,2,1,3
2020 Summer Olympics,AUS,17,7,22,46
2022 Winter Olympics,AUS,1,2,1,4
1964 Summer Olympics,MAD,0,0,0,0
1968 Summer Olympics,MAD,0,0,0,0
1972 Summer Olympics,MAD,0,0,0,0
1980 Summer Olympics,MAD,0,0,0,0
1984 Summer Olympics,MAD,0,0,0,0
1992 Summer Olympics,MAD,0,0,0,0
1996 Summer Olympics,MAD,0,0,0,0
2000 Summer Olympics,MAD,0,0,0,0
2004 Summer Olympics,MAD,0,0,0,0
2006 Winter Olympics,MAD,0,0,0,0
2008 Summer Olympics,MAD,0,0,0,0
2012 Summer Olympics,MAD,0,0,0,0
2016 Summer Olympics,MAD,0,0,0,0
2018 Winter Olympics,MAD,0,0,0,0
2020 Summer Olympics,MAD,0,0,0,0
2022 Winter Olympics,MAD,0,0,0,0
1964 Summer Olympics,MLI,0,0,0,0
1968 Summer Olympics,MLI,0,0,0,0
1972 Summer Olympics,MLI,0,0,0,0
1980 Summer Olympics,MLI,0,0,0,0
1984 Summer Olympics,MLI,0,0,0,0
1988 Summer Olympics,MLI,0,0,0,0
1992 Summer Olympics,MLI,0,0,0,0
1996 Summer Olympics,MLI,0,0,0,0
2000 Summer Olympics,MLI,0,0,0,0
2004 Summer Olympics,MLI,0,0,0,0
2008 Summer Olympics,MLI,0,0,0,0
2012 Summer Olympics,MLI,0,0,0,0
2016 Summer Olympics,MLI,0,0,0,0
2020 Summer Olympics,MLI,0,0,0,0
1948 Summer Olympics,LBN,0,0,0,0
1948 Winter Olympics,LBN,0,0,0,0
1952 Summer Olympics,LBN,0,1,1,2
1952 Winter Olympics,LBN,0,0,0,0
1956 Winter Olympics,LBN,0,0,0,0
1960 Summer Olympics,LBN,0,0,0,0
1960 Winter Olympics,LBN,0,0,0,0
1964 Summer Olympics,LBN,0,0,0,0
1964 Winter Olympics,LBN,0,0,0,0
1968 Summer Olympics,LBN,0,0,0,0
1968 Winter Olympics,LBN,0,0,0,0
1972 Summer Olympics,LBN,0,1,0,1
1972 Winter Olympics,LBN,0,0,0,0
1976 Summer Olympics,LBN,0,0,0,0
1976 Winter Olympics,LBN,0,0,0,0
1980 Summer Olympics,LBN,0,0,1,1
1980 Winter Olympics,LBN,0,0,0,0
1984 Summer Olympics,LBN,0,0,0,0
1984 Winter Olympics,LBN,0,0,0,0
1988 Summer Olympics,LBN,0,0,0,0
1988 Winter Olympics,LBN,0,0,0,0
1992 Summer Olympics,LBN,0,0,0,0
1992 Winter Olympics,LBN,0,0,0,0
1996 Summer Olympics,LBN,0,0,0,0
2000 Summer Olympics,LBN,0,0,0,0
2002 Winter Olympics,LBN,0,0,0,0
2004 Summer Olympics,LBN,0,0,0,0
2006 Winter Olympics,LBN,0,0,0,0
2008 Summer Olympics,LBN,0,0,0,0
2010 Winter Olympics,LBN,0,0,0,0
2012 Summer Olympics,LBN,0,0,0,0
2014 Winter Olympics,LBN,0,0,0,0
2016 Summer Olympics,LBN,0,0,0,0
2018 Winter Olympics,LBN,0,0,0,0
2020 Summer Olympics,LBN,0,0,0,0
2022 Winter Olympics,LBN,0,0,0,0
1984 Summer Olympics,MTN,0,0,0,0
1988 Summer Olympics,MTN,0,0,0,0
1992 Summer Olympics,MTN,0,0,0,0
1996 Summer Olympics,MTN,0,0,0,0
2000 Summer Olympics,MTN,0,0,0,0
2004 Summer Olympics,MTN,0,0,0,0
2008 Summer Olympics,MTN,0,0,0,0
2012 Summer Olympics,MTN,0,0,0,0
2016 Summer Olympics,MTN,0,0,0,0
2020 Summer Olympics,MTN,0,0,0,0
1984 Summer Olympics,MRI,0,0,0,0
1988 Summer Olympics,MRI,0,0,0,0
1992 Summer Olympics,MRI,0,0,0,0
1996 Summer Olympics,MRI,0,0,0,0
2000 Summer Olympics,MRI,0,0,0,0
2004 Summer Olympics,MRI,0,0,0,0
2008 Summer Olympics,MRI,0,0,1,1
2012 Summer Olympics,MRI,0,0,0,0
2016 Summer Olympics,MRI,0,0,0,0
2020 Summer Olympics,MRI,0,0,0,0
1924 Summer Olympics,LTU,0,0,0,0
1928 Summer Olympics,LTU,0,0,0,0
1928 Winter Olympics,LTU,0,0,0,0
1992 Summer Olympics,LTU,1,0,1,2
1992 Winter Olympics,LTU,0,0,0,0
1994 Winter Olympics,LTU,0,0,0,0
1996 Summer Olympics,LTU,0,0,1,1
1998 Winter Olympics,LTU,0,0,0,0
2000 Summer Olympics,LTU,2,0,3,5
2002 Winter Olympics,LTU,0,0,0,0
2004 Summer Olympics,LTU,1,2,0,3
2006 Winter Olympics,LTU,0,0,0,0
2008 Summer Olympics,LTU,0,3,2,5
2010 Winter Olympics,LTU,0,0,0,0
2012 Summer Olympics,LTU,2,0,3,5
2014 Winter Olympics,LTU,0,0,0,0
2016 Summer Olympics,LTU,0,1,3,4
2018 Winter Olympics,LTU,0,0,0,0
2020 Summer Olympics,LTU,0,1,0,1
2022 Winter Olympics,LTU,0,0,0,0
2008 Summer Olympics,MNE,0,0,0,0
2010 Winter Olympics,MNE,0,0,0,0
2012 Summer Olympics,MNE,0,1,0,1
2014 Winter Olympics,MNE,0,0,0,0
2016 Summer Olympics,MNE,0,0,0,0
2018 Winter Olympics,MNE,0,0,0,0
2020 Summer Olympics,MNE,0,0,0,0
2022 Winter Olympics,MNE,0,0,0,0
1924 Summer Olympics,LAT,0,0,0,0
1924 Winter Olympics,LAT,0,0,0,0
1928 Summer Olympics,LAT,0,0,0,0
1928 Winter Olympics,LAT,0,0,0,0
1932 Summer Olympics,LAT,0,1,0,1
1936 Summer Olympics,LAT,0,1,1,2
1936 Winter Olympics,LAT,0,0,0,0
1992 Summer Olympics,LAT,0,2,1,3
1992 Winter Olympics,LAT,0,0,0,0
1994 Winter Olympics,LAT,0,0,0,0
1996 Summer Olympics,LAT,0,1,0,1
1998 Winter Olympics,LAT,0,0,0,0
2000 Summer Olympics,LAT,1,1,1,3
2002 Winter Olympics,LAT,0,0,0,0
2004 Summer Olympics,LAT,0,4,0,4
2006 Winter Olympics,LAT,0,0,1,1
2008 Summer Olympics,LAT,1,1,1,3
2010 Winter Olympics,LAT,0,2,0,2
2012 Summer Olympics,LAT,1,0,1,2
2014 Winter Olympics,LAT,1,1,3,5
2016 Summer Olympics,LAT,0,0,0,0
2018 Winter Olympics,LAT,0,0,1,1
2020 Summer Olympics,LAT,1,0,1,2
2022 Winter Olympics,LAT,0,0,1,1
1928 Summer Olympics,MLT,0,0,0,0
1936 Summer Olympics,MLT,0,0,0,0
1948 Summer Olympics,MLT,0,0,0,0
1960 Summer Olympics,MLT,0,0,0,0
1968 Summer Olympics,MLT,0,0,0,0
1972 Summer Olympics,MLT,0,0,0,0
1980 Summer Olympics,MLT,0,0,0,0
1984 Summer Olympics,MLT,0,0,0,0
1988 Summer Olympics,MLT,0,0,0,0
1992 Summer Olympics,MLT,0,0,0,0
1996 Summer Olympics,MLT,0,0,0,0
2000 Summer Olympics,MLT,0,0,0,0
2004 Summer Olympics,MLT,0,0,0,0
2008 Summer Olympics,MLT,0,0,0,0
2012 Summer Olympics,MLT,0,0,0,0
2014 Winter Olympics,MLT,0,0,0,0
2016 Summer Olympics,MLT,0,0,0,0
2018 Winter Olympics,MLT,0,0,0,0
2020 Summer Olympics,MLT,0,0,0,0
2022 Winter Olympics,MLT,0,0,0,0
1996 Summer Olympics,NRU,0,0,0,0
2000 Summer Olympics,NRU,0,0,0,0
2004 Summer Olympics,NRU,0,0,0,0
2008 Summer Olympics,NRU,0,0,0,0
2012 Summer Olympics,NRU,0,0,0,0
2016 Summer Olympics,NRU,0,0,0,0
2020 Summer Olympics,NRU,0,0,0,0
1964 Summer Olympics,MAS,0,0,0,0
1968 Summer Olympics,MAS,0,0,0,0
1972 Summer Olympics,MAS,0,0,0,0
1976 Summer Olympics,MAS,0,0,0,0
1984 Summer Olympics,MAS,0,0,0,0
1988 Summer Olympics,MAS,0,0,0,0
1992 Summer Olympics,MAS,0,0,1,1
1996 Summer Olympics,MAS,0,1,1,2
2000 Summer Olympics,MAS,0,0,0,0
2004 Summer Olympics,MAS,0,0,0,0
2008 Summer Olympics,MAS,0,1,0,1
2012 Summer Olympics,MAS,0,1,1,2
2016 Summer Olympics,MAS,0,4,1,5
2018 Winter Olympics,MAS,0,0,0,0
2020 Summer Olympics,MAS,0,1,1,2
2022 Winter Olympics,MAS,0,0,0,0
1980 Summer Olympics,MOZ,0,0,0,0
1984 Summer Olympics,MOZ,0,0,0,0
1988 Summer Olympics,MOZ,0,0,0,0
1992 Summer Olympics,MOZ,0,0,0,0
1996 Summer Olympics,MOZ,0,0,1,1
2000 Summer Olympics,MOZ,1,0,0,1
2004 Summer Olympics,MOZ,0,0,0,0
2008 Summer Olympics,MOZ,0,0,0,0
2012 Summer Olympics,MOZ,0,0,0,0
2016 Summer Olympics,MOZ,0,0,0,0
2020 Summer Olympics,MOZ,0,0,0,0
1992 Summer Olympics,NAM,0,2,0,2
1996 Summer Olympics,NAM,0,2,0,2
2000 Summer Olympics,NAM,0,0,0,0
2004 Summer Olympics,NAM,0,0,0,0
2008 Summer Olympics,NAM,0,0,0,0
2012 Summer Olympics,NAM,0,0,0,0
2016 Summer Olympics,NAM,0,0,0,0
2020 Summer Olympics,NAM,0,1,0,1
1956 Summer Olympics,NBO,0,0,0,0
1936 Summer Olympics,LIE,0,0,0,0
1936 Winter Olympics,LIE,0,0,0,0
1948 Summer Olympics,LIE,0,0,0,0
1948 Winter Olympics,LIE,0,0,0,0
1952 Summer Olympics,LIE,0,0,0,0
1956 Winter Olympics,LIE,0,0,0,0
1960 Summer Olympics,LIE,0,0,0,0
1960 Winter Olympics,LIE,0,0,0,0
1964 Summer Olympics,LIE,0,0,0,0
1964 Winter Olympics,LIE,0,0,0,0
1968 Summer Olympics,LIE,0,0,0,0
1968 Winter Olympics,LIE,0,0,0,0
1972 Summer Olympics,LIE,0,0,0,0
1972 Winter Olympics,LIE,0,0,0,0
1976 Summer Olympics,LIE,0,0,0,0
1976 Winter Olympics,LIE,0,0,2,2
1980 Winter Olympics,LIE,2,2,0,4
1984 Summer Olympics,LIE,0,0,0,0
1984 Winter Olympics,LIE,0,0,2,2
1988 Summer Olympics,LIE,0,0,0,0
1988 Winter Olympics,LIE,0,0,1,1
1992 Summer Olympics,LIE,0,0,0,0
1992 Winter Olympics,LIE,0,0,0,0
1994 Winter Olympics,LIE,0,0,0,0
1996 Summer Olympics,LIE,0,0,0,0
1998 Winter Olympics,LIE,0,0,0,0
2000 Summer Olympics,LIE,0,0,0,0
2002 Winter Olympics,LIE,0,0,0,0
2004 Summer Olympics,LIE,0,0,0,0
2006 Winter Olympics,LIE,0,0,0,0
2008 Summer Olympics,LIE,0,0,0,0
2010 Winter Olympics,LIE,0,0,0,0
2012 Summer Olympics,LIE,0,0,0,0
2014 Winter Olympics,LIE,0,0,0,0
2016 Summer Olympics,LIE,0,0,0,0
2018 Winter Olympics,LIE,0,0,1,1
2020 Summer Olympics,LIE,0,0,0,0
2022 Winter Olympics,LIE,0,0,0,0
1984 Summer Olympics,YAR,0,0,0,0
1988 Summer Olympics,YAR,0,0,0,0
1908 Summer Olympics,FIN,1,1,3,5
1912 Summer Olympics,FIN,9,8,9,26
1920 Summer Olympics,FIN,15,10,9,34
1924 Summer Olympics,FIN,14,13,10,37
1924 Winter Olympics,FIN,4,4,3,11
1928 Summer Olympics,FIN,8,8,9,25
1928 Winter Olympics,FIN,2,1,1,4
1932 Summer Olympics,FIN,5,8,12,25
1932 Winter Olympics,FIN,1,1,1,3
1936 Summer Olympics,FIN,8,6,6,20
1936 Winter Olympics,FIN,1,2,3,6
1948 Summer Olympics,FIN,10,8,6,24
1948 Winter Olympics,FIN,1,3,2,6
1952 Summer Olympics,FIN,6,3,13,22
1952 Winter Olympics,FIN,3,4,2,9
1956 Summer Olympics,FIN,3,1,11,15
1956 Winter Olympics,FIN,3,3,1,7
1956 Equestrian Olympics,FIN,0,0,0,0
1960 Summer Olympics,FIN,1,1,3,5
1960 Winter Olympics,FIN,2,3,3,8
1964 Summer Olympics,FIN,3,0,2,5
1964 Winter Olympics,FIN,3,4,3,10
1968 Summer Olympics,FIN,1,2,1,4
1968 Winter Olympics,FIN,1,2,2,5
1972 Summer Olympics,FIN,3,1,4,8
1972 Winter Olympics,FIN,0,4,1,5
1976 Summer Olympics,FIN,4,2,0,6
1976 Winter Olympics,FIN,2,4,1,7
1980 Summer Olympics,FIN,3,1,4,8
1980 Winter Olympics,FIN,1,5,3,9
1984 Summer Olympics,FIN,4,2,6,12
1984 Winter Olympics,FIN,4,3,6,13
1988 Summer Olympics,FIN,1,1,2,4
1988 Winter Olympics,FIN,4,1,2,7
1992 Summer Olympics,FIN,1,2,2,5
1992 Winter Olympics,FIN,3,1,3,7
1994 Winter Olympics,FIN,0,1,5,6
1996 Summer Olympics,FIN,1,2,1,4
1998 Winter Olympics,FIN,2,4,6,12
2000 Summer Olympics,FIN,2,1,1,4
2002 Winter Olympics,FIN,4,2,1,7
2004 Summer Olympics,FIN,0,2,0,2
2006 Winter Olympics,FIN,0,6,3,9
2008 Summer Olympics,FIN,1,1,2,4
2010 Winter Olympics,FIN,0,1,4,5
2012 Summer Olympics,FIN,0,2,1,3
2014 Winter Olympics,FIN,1,3,1,5
2016 Summer Olympics,FIN,0,0,1,1
2018 Winter Olympics,FIN,1,1,4,6
2020 Summer Olympics,FIN,0,0,2,2
2022 Winter Olympics,FIN,2,2,4,8
1948 Summer Olympics,MYA,0,0,0,0
1952 Summer Olympics,MYA,0,0,0,0
1956 Summer Olympics,MYA,0,0,0,0
1960 Summer Olympics,MYA,0,0,0,0
1964 Summer Olympics,MYA,0,0,0,0
1968 Summer Olympics,MYA,0,0,0,0
1972 Summer Olympics,MYA,0,0,0,0
1980 Summer Olympics,MYA,0,0,0,0
1984 Summer Olympics,MYA,0,0,0,0
1988 Summer Olympics,MYA,0,0,0,0
1992 Summer Olympics,MYA,0,0,0,0
1996 Summer Olympics,MYA,0,0,0,0
2000 Summer Olympics,MYA,0,0,0,0
2004 Summer Olympics,MYA,0,0,0,0
2008 Summer Olympics,MYA,0,0,0,0
2012 Summer Olympics,MYA,0,0,0,0
2016 Summer Olympics,MYA,0,0,0,0
2020 Summer Olympics,MYA,0,0,0,0
1952 Summer Olympics,AHO,0,0,0,0
1960 Summer Olympics,AHO,0,0,0,0
1964 Summer Olympics,AHO,0,0,0,0
1968 Summer Olympics,AHO,0,0,0,0
1972 Summer Olympics,AHO,0,0,0,0
1976 Summer Olympics,AHO,0,0,0,0
1984 Summer Olympics,AHO,0,0,0,0
1988 Summer Olympics,AHO,0,1,0,1
1988 Winter Olympics,AHO,0,0,0,0
1992 Summer Olympics,AHO,0,0,0,0
1992 Winter Olympics,AHO,0,0,0,0
1996 Summer Olympics,AHO,0,0,0,0
2000 Summer Olympics,AHO,0,0,0,0
2004 Summer Olympics,AHO,0,0,0,0
2008 Summer Olympics,AHO,0,0,0,0
1964 Summer Olympics,NIG,0,0,0,0
1968 Summer Olympics,NIG,0,0,0,0
1972 Summer Olympics,NIG,0,0,1,1
1984 Summer Olympics,NIG,0,0,0,0
1988 Summer Olympics,NIG,0,0,0,0
1992 Summer Olympics,NIG,0,0,0,0
1996 Summer Olympics,NIG,0,0,0,0
2000 Summer Olympics,NIG,0,0,0,0
2004 Summer Olympics,NIG,0,0,0,0
2008 Summer Olympics,NIG,0,0,0,0
2012 Summer Olympics,NIG,0,0,0,0
2016 Summer Olympics,NIG,0,1,0,1
2020 Summer Olympics,NIG,0,0,0,0
1912 Summer Olympics,LUX,0,0,0,0
1920 Summer Olympics,LUX,0,1,0,1
1924 Summer Olympics,LUX,1,1,0,2
1928 Summer Olympics,LUX,1,0,0,1
1928 Winter Olympics,LUX,0,0,0,0
1932 Summer Olympics,LUX,0,0,0,0
1936 Summer Olympics,LUX,0,0,0,0
1936 Winter Olympics,LUX,0,0,0,0
1948 Summer Olympics,LUX,0,0,0,0
1952 Summer Olympics,LUX,1,0,0,1
1956 Summer Olympics,LUX,0,0,0,0
1960 Summer Olympics,LUX,0,0,0,0
1964 Summer Olympics,LUX,0,0,0,0
1968 Summer Olympics,LUX,0,0,0,0
1972 Summer Olympics,LUX,0,0,0,0
1976 Summer Olympics,LUX,0,0,0,0
1980 Summer Olympics,LUX,0,0,0,0
1984 Summer Olympics,LUX,0,0,0,0
1988 Summer Olympics,LUX,0,0,0,0
1988 Winter Olympics,LUX,0,0,0,0
1992 Summer Olympics,LUX,0,0,0,0
1992 Winter Olympics,LUX,0,2,0,2
1994 Winter Olympics,LUX,0,0,0,0
1996 Summer Olympics,LUX,0,0,0,0
1998 Winter Olympics,LUX,0,0,0,0
2000 Summer Olympics,LUX,0,0,0,0
2004 Summer Olympics,LUX,0,0,0,0
2006 Winter Olympics,LUX,0,0,0,0
2008 Summer Olympics,LUX,0,0,0,0
2012 Summer Olympics,LUX,0,0,0,0
2014 Winter Olympics,LUX,0,0,0,0
2016 Summer Olympics,LUX,0,0,0,0
2018 Winter Olympics,LUX,0,0,0,0
2020 Summer Olympics,LUX,0,0,0,0
2022 Winter Olympics,LUX,0,0,0,0
1984 Summer Olympics,OMA,0,0,0,0
1988 Summer Olympics,OMA,0,0,0,0
1992 Summer Olympics,OMA,0,0,0,0
1996 Summer Olympics,OMA,0,0,0,0
2000 Summer Olympics,OMA,0,0,0,0
2004 Summer Olympics,OMA,0,0,0,0
2008 Summer Olympics,OMA,0,0,0,0
2012 Summer Olympics,OMA,0,0,0,0
2016 Summer Olympics,OMA,0,0,0,0
2020 Summer Olympics,OMA,0,0,0,0
1968 Summer Olympics,NCA,0,0,0,0
1972 Summer Olympics,NCA,0,0,0,0
1976 Summer Olympics,NCA,0,0,0,0
1980 Summer Olympics,NCA,0,0,0,0
1984 Summer Olympics,NCA,0,0,0,0
1992 Summer Olympics,NCA,0,0,0,0
1996 Summer Olympics,NCA,0,0,0,0
2000 Summer Olympics,NCA,0,0,0,0
2004 Summer Olympics,NCA,0,0,0,0
2008 Summer Olympics,NCA,0,0,0,0
2012 Summer Olympics,NCA,0,0,0,0
2016 Summer Olympics,NCA,0,0,0,0
2020 Summer Olympics,NCA,0,0,0,0
1996 Summer Olympics,MKD,0,0,0,0
1998 Winter Olympics,MKD,0,0,0,0
2000 Summer Olympics,MKD,0,0,1,1
2002 Winter Olympics,MKD,0,0,0,0
2004 Summer Olympics,MKD,0,0,0,0
2006 Winter Olympics,MKD,0,0,0,0
2008 Summer Olympics,MKD,0,0,0,0
2010 Winter Olympics,MKD,0,0,0,0
2012 Summer Olympics,MKD,0,0,0,0
2014 Winter Olympics,MKD,0,0,0,0
2016 Summer Olympics,MKD,0,0,0,0
2018 Winter Olympics,MKD,0,0,0,0
2020 Summer Olympics,MKD,0,1,0,1
2022 Winter Olympics,MKD,0,0,0,0
1924 Winter Olympics,NEP,1,0,0,1
1964 Summer Olympics,NEP,0,0,0,0
1972 Summer Olympics,NEP,0,0,0,0
1976 Summer Olympics,NEP,0,0,0,0
1980 Summer Olympics,NEP,0,0,0,0
1984 Summer Olympics,NEP,0,0,0,0
1988 Summer Olympics,NEP,0,0,0,0
1992 Summer Olympics,NEP,0,0,0,0
1996 Summer Olympics,NEP,0,0,0,0
2000 Summer Olympics,NEP,0,0,0,0
2002 Winter Olympics,NEP,0,0,0,0
2004 Summer Olympics,NEP,0,0,0,0
2006 Winter Olympics,NEP,0,0,0,0
2008 Summer Olympics,NEP,0,0,0,0
2010 Winter Olympics,NEP,0,0,0,0
2012 Summer Olympics,NEP,0,0,0,0
2014 Winter Olympics,NEP,0,0,0,0
2016 Summer Olympics,NEP,0,0,0,0
2020 Summer Olympics,NEP,0,0,0,0
2000 Summer Olympics,PLW,0,0,0,0
2004 Summer Olympics,PLW,0,0,0,0
2008 Summer Olympics,PLW,0,0,0,0
2012 Summer Olympics,PLW,0,0,0,0
2016 Summer Olympics,PLW,0,0,0,0
2020 Summer Olympics,PLW,0,0,0,0
1920 Summer Olympics,MON,0,0,0,0
1924 Summer Olympics,MON,0,0,1,1
1928 Summer Olympics,MON,0,0,0,0
1932 Summer Olympics,MON,0,0,0,0
1936 Summer Olympics,MON,0,0,0,0
1948 Summer Olympics,MON,0,0,0,0
1952 Summer Olympics,MON,0,0,0,0
1960 Summer Olympics,MON,0,0,0,0
1964 Summer Olympics,MON,0,0,0,0
1968 Summer Olympics,MON,0,0,0,0
1972 Summer Olympics,MON,0,0,0,0
1976 Summer Olympics,MON,0,0,0,0
1984 Summer Olympics,MON,0,0,0,0
1984 Winter Olympics,MON,0,0,0,0
1988 Summer Olympics,MON,0,0,0,0
1988 Winter Olympics,MON,0,0,0,0
1992 Summer Olympics,MON,0,0,0,0
1992 Winter Olympics,MON,0,0,0,0
1994 Winter Olympics,MON,0,0,0,0
1996 Summer Olympics,MON,0,0,0,0
1998 Winter Olympics,MON,0,0,0,0
2000 Summer Olympics,MON,0,0,0,0
2002 Winter Olympics,MON,0,0,0,0
2004 Summer Olympics,MON,0,0,0,0
2006 Winter Olympics,MON,0,0,0,0
2008 Summer Olympics,MON,0,0,0,0
2010 Winter Olympics,MON,0,0,0,0
2012 Summer Olympics,MON,0,0,0,0
2014 Winter Olympics,MON,0,0,0,0
2016 Summer Olympics,MON,0,0,0,0
2018 Winter Olympics,MON,0,0,0,0
2020 Summer Olympics,MON,0,0,0,0
2022 Winter Olympics,MON,0,0,0,0
1996 Summer Olympics,PLE,0,0,0,0
2000 Summer Olympics,PLE,0,0,0,0
2004 Summer Olympics,PLE,0,0,0,0
2008 Summer Olympics,PLE,0,0,0,0
2012 Summer Olympics,PLE,0,0,0,0
2016 Summer Olympics,PLE,0,0,0,0
2020 Summer Olympics,PLE,0,0,0,0
1960 Summer Olympics,MAR,0,1,0,1
1964 Summer Olympics,MAR,0,0,0,0
1968 Summer Olympics,MAR,0,0,0,0
1968 Winter Olympics,MAR,0,0,0,0
1972 Summer Olympics,MAR,0,0,0,0
1976 Summer Olympics,MAR,0,0,0,0
1984 Summer Olympics,MAR,2,0,0,2
1984 Winter Olympics,MAR,0,0,0,0
1988 Summer Olympics,MAR,1,0,2,3
1988 Winter Olympics,MAR,0,0,0,0
1992 Summer Olympics,MAR,1,1,1,3
1992 Winter Olympics,MAR,0,0,0,0
1996 Summer Olympics,MAR,0,0,2,2
2000 Summer Olympics,MAR,0,1,4,5
2004 Summer Olympics,MAR,2,1,0,3
2008 Summer Olympics,MAR,0,1,1,2
2010 Winter Olympics,MAR,0,0,0,0
2012 Summer Olympics,MAR,0,0,1,1
2014 Winter Olympics,MAR,0,0,0,0
2016 Summer Olympics,MAR,0,0,1,1
2018 Winter Olympics,MAR,0,0,0,0
2020 Summer Olympics,MAR,1,0,0,1
2022 Winter Olympics,MAR,0,0,0,0
1964 Summer Olympics,MGL,0,0,0,0
1964 Winter Olympics,MGL,0,0,0,0
1968 Summer Olympics,MGL,0,1,3,4
1968 Winter Olympics,MGL,0,0,0,0
1972 Summer Olympics,MGL,0,1,0,1
1972 Winter Olympics,MGL,0,0,0,0
1976 Summer Olympics,MGL,0,1,0,1
1980 Summer Olympics,MGL,0,2,2,4
1980 Winter Olympics,MGL,0,0,0,0
1984 Winter Olympics,MGL,0,0,0,0
1988 Summer Olympics,MGL,0,0,1,1
1988 Winter Olympics,MGL,0,0,0,0
1992 Summer Olympics,MGL,0,0,2,2
1992 Winter Olympics,MGL,0,0,0,0
1994 Winter Olympics,MGL,0,0,0,0
1996 Summer Olympics,MGL,0,0,1,1
1998 Winter Olympics,MGL,0,0,0,0
2000 Summer Olympics,MGL,0,0,0,0
2002 Winter Olympics,MGL,0,0,0,0
2004 Summer Olympics,MGL,0,0,1,1
2006 Winter Olympics,MGL,0,0,0,0
2008 Summer Olympics,MGL,2,2,0,4
2010 Winter Olympics,MGL,0,0,0,0
2012 Summer Olympics,MGL,0,2,3,5
2014 Winter Olympics,MGL,0,0,0,0
2016 Summer Olympics,MGL,0,1,1,2
2018 Winter Olympics,MGL,0,0,0,0
2020 Summer Olympics,MGL,0,1,3,4
2022 Winter Olympics,MGL,0,0,0,0
1976 Summer Olympics,PNG,0,0,0,0
1984 Summer Olympics,PNG,0,0,0,0
1988 Summer Olympics,PNG,0,0,0,0
1992 Summer Olympics,PNG,0,0,0,0
1996 Summer Olympics,PNG,0,0,0,0
2000 Summer Olympics,PNG,0,0,0,0
2004 Summer Olympics,PNG,0,0,0,0
2008 Summer Olympics,PNG,0,0,0,0
2012 Summer Olympics,PNG,0,0,0,0
2016 Summer Olympics,PNG,0,0,0,0
2020 Summer Olympics,PNG,0,0,0,0
2016 Summer Olympics,EOR,0,0,0,0
2020 Summer Olympics,EOR,0,0,0,0
1968 Summer Olympics,PAR,0,0,0,0
1972 Summer Olympics,PAR,0,0,0,0
1976 Summer Olympics,PAR,0,0,0,0
1984 Summer Olympics,PAR,0,0,0,0
1988 Summer Olympics,PAR,0,0,0,0
1992 Summer Olympics,PAR,0,0,0,0
1996 Summer Olympics,PAR,0,0,0,0
2000 Summer Olympics,PAR,0,0,0,0
2004 Summer Olympics,PAR,0,1,0,1
2008 Summer Olympics,PAR,0,0,0,0
2012 Summer Olympics,PAR,0,0,0,0
2014 Winter Olympics,PAR,0,0,0,0
2016 Summer Olympics,PAR,0,0,0,0
2020 Summer Olympics,PAR,0,0,0,0
1928 Summer Olympics,PAN,0,0,0,0
1948 Summer Olympics,PAN,0,0,2,2
1952 Summer Olympics,PAN,0,0,0,0
1960 Summer Olympics,PAN,0,0,0,0
1964 Summer Olympics,PAN,0,0,0,0
1968 Summer Olympics,PAN,0,0,0,0
1972 Summer Olympics,PAN,0,0,0,0
1976 Summer Olympics,PAN,0,0,0,0
1984 Summer Olympics,PAN,0,0,0,0
1988 Summer Olympics,PAN,0,0,0,0
1992 Summer Olympics,PAN,0,0,0,0
1996 Summer Olympics,PAN,0,0,0,0
2000 Summer Olympics,PAN,0,0,0,0
2004 Summer Olympics,PAN,0,0,0,0
2008 Summer Olympics,PAN,1,0,0,1
2012 Summer Olympics,PAN,0,0,0,0
2016 Summer Olympics,PAN,0,0,0,0
2020 Summer Olympics,PAN,0,0,0,0
1984 Summer Olympics,QAT,0,0,0,0
1988 Summer Olympics,QAT,0,0,0,0
1992 Summer Olympics,QAT,0,0,1,1
1996 Summer Olympics,QAT,0,0,0,0
2000 Summer Olympics,QAT,0,0,1,1
2004 Summer Olympics,QAT,0,0,0,0
2008 Summer Olympics,QAT,0,0,0,0
2012 Summer Olympics,QAT,0,1,1,2
2016 Summer Olympics,QAT,0,1,0,1
2020 Summer Olympics,QAT,2,0,1,3
1960 Summer Olympics,RHO,0,0,0,0
1952 Summer Olympics,NGR,0,0,0,0
1956 Summer Olympics,NGR,0,0,0,0
1960 Summer Olympics,NGR,0,0,0,0
1964 Summer Olympics,NGR,0,0,1,1
1968 Summer Olympics,NGR,0,0,0,0
1972 Summer Olympics,NGR,0,0,1,1
1980 Summer Olympics,NGR,0,0,0,0
1984 Summer Olympics,NGR,0,1,1,2
1988 Summer Olympics,NGR,0,0,0,0
1992 Summer Olympics,NGR,0,3,1,4
1996 Summer Olympics,NGR,2,1,3,6
2000 Summer Olympics,NGR,1,2,0,3
2004 Summer Olympics,NGR,0,0,2,2
2008 Summer Olympics,NGR,0,3,2,5
2012 Summer Olympics,NGR,0,0,0,0
2016 Summer Olympics,NGR,0,0,1,1
2018 Winter Olympics,NGR,0,0,0,0
2020 Summer Olympics,NGR,0,1,1,2
2022 Winter Olympics,NGR,0,0,0,0
1904 Summer Olympics,CAN,4,1,1,6
